Genome	Genome ID	Accession	BRC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2600"	"BT_2549"	"VBIBacThe70966_2600"	"PATRIC.226186.12.NC_004663.CDS.3181823.3182731.rev"	"PATRIC"	"CDS"	3181823	3182731	909	"-"	"FIG00004788"	"PLF_816_00004639"	"PGF_06721510"	"NP_811462.1"	302		"Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2601"	"BT_2550"	"VBIBacThe70966_2601"	"PATRIC.226186.12.NC_004663.CDS.3182742.3183548.rev"	"PATRIC"	"CDS"	3182742	3183548	807	"-"	"FIG00896451"	"PLF_816_00009366"	"PGF_00401808"	"NP_811463.1"	268		"Keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103)"	"GO:0033930|keratan-sulfate endo-1,4-beta-galactosidase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2602"	"BT_2551"	"VBIBacThe70966_2602"	"PATRIC.226186.12.NC_004663.CDS.3183728.3184672.fwd"	"PATRIC"	"CDS"	3183728	3184672	945	"+"	"FIG00070513"	"PLF_816_00000950"	"PGF_00609543"	"NP_811464.1"	314		"Branched-chain phosphotransacylase (EC 2.3.1.- )"	"GO:0004147|dihydrolipoamide branched chain acyltransferase activity;GO:0004147|sterol O-acyltransferase activity;GO:0004147|N-acetyltransferase activity;GO:0004147|O-acyltransferase activity;GO:0004147|palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity;GO:0004147|carnitine O-acyltransferase activity;GO:0004147|acetyltransferase activity;GO:0004147|C-acyltransferase activity;GO:0004147|palmitoyltransferase activity;GO:0004147|N-acyltransferase activity;GO:0004147|acylglycerol O-acyltransferase activity;GO:0004147|serine O-acyltransferase activity;GO:0004147|O-acetyltransferase activity;GO:0004147|O-octanoyltransferase activity;GO:0004147|octanoyltransferase activity;GO:0004147|O-palmitoyltransferase activity;GO:0004147|S-acyltransferase activity;GO:0004147|S-acetyltransferase activity;GO:0004147|S-malonyltransferase activity;GO:0004147|malonyltransferase activity;GO:0004147|C-palmitoyltransferase activity;GO:0004147|succinyltransferase activity;GO:0004147|N-succinyltransferase activity;GO:0004147|O-succinyltransferase activity;GO:0004147|S-succinyltransferase activity;GO:0004147|sinapoyltransferase activity;GO:0004147|O-sinapoyltransferase activity;GO:0004147|peptidyl-lysine N6-myristoyltransferase activity;GO:0004147|peptidyl-lysine N6-palmitoyltransferase activity;GO:0004147|benzoyl acetate-CoA thiolase activity;GO:0004147|3-hydroxybutyryl-CoA thiolase activity;GO:0004147|3-ketopimelyl-CoA thiolase activity;GO:0004147|N-palmitoyltransferase activity;GO:0004147|myristoyltransferase activity;GO:0004147|acyl-CoA N-acyltransferase activity;GO:0004147|protein-cysteine S-myristoyltransferase activity;GO:0004147|protein-cysteine S-acyltransferase activity;GO:0004147|dihydrolipoamide S-acyltransferase activity;GO:0004147|glucosaminyl-phosphotidylinositol O-acyltransferase activity;GO:0004147|ergosterol O-acyltransferase activity;GO:0004147|lanosterol O-acyltransferase activity;GO:0004147|naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity;GO:0004147|2,4,4-trimethyl-3-oxopentanoyl-CoA 2-C-propanoyl transferase activity;GO:0004147|2-methylhexanoyl-CoA C-acetyltransferase activity;GO:0004147|butyryl-CoA 2-C-propionyltransferase activity;GO:0004147|2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity;GO:0004147|L-2-aminoadipate N-acetyltransferase activity;GO:0004147|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity;GO:0004147|keto acid formate lyase activity;GO:0004147|Ras palmitoyltransferase activity;GO:0004147|azetidine-2-carboxylic acid acetyltransferase activity;GO:0004147|peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor;GO:0004147|acetyl-CoA:L-lysine N6-acetyltransferase"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2603"	"BT_2552"	"VBIBacThe70966_2603"	"PATRIC.226186.12.NC_004663.CDS.3184703.3185764.fwd"	"PATRIC"	"CDS"	3184703	3185764	1062	"+"	"FIG00007694"	"PLF_816_00000960"	"PGF_04858171"	"NP_811465.1"	353		"Branched-chain acyl kinase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2604"	"BT_2553"	"VBIBacThe70966_2604"	"PATRIC.226186.12.NC_004663.CDS.3186074.3187825.rev"	"PATRIC"	"CDS"	3186074	3187825	1752	"-"	"FIG00638284"	"PLF_816_00004489"	"PGF_08225224"	"NP_811466.1"	583		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2605"	"BT_2554"	"VBIBacThe70966_2605"	"PATRIC.226186.12.NC_004663.CDS.3187855.3188298.rev"	"PATRIC"	"CDS"	3187855	3188298	444	"-"	"FIG00638284"	"PLF_816_00024708"	"PGF_00292514"	"NP_811467.1"	147		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2606"	"BT_2555"	"VBIBacThe70966_2606"	"PATRIC.226186.12.NC_004663.CDS.3188509.3188823.fwd"	"PATRIC"	"CDS"	3188509	3188823	315	"+"	"FIG00638284"	"PLF_816_00035459"	"PGF_00865400"	"NP_811468.1"	104		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2607"	"BT_2556"	"VBIBacThe70966_2607"	"PATRIC.226186.12.NC_004663.CDS.3189233.3189445.fwd"	"PATRIC"	"CDS"	3189233	3189445	213	"+"	"FIG00638284"	"PLF_816_00004397"	"PGF_00217964"	"NP_811469.1"	70		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2608"	"BT_2557"	"VBIBacThe70966_2608"	"PATRIC.226186.12.NC_004663.CDS.3189454.3190338.fwd"	"PATRIC"	"CDS"	3189454	3190338	885	"+"	"FIG01306568"	"PLF_816_00004078"	"PGF_09978608"	"NP_811470.1"	294		"Transposase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2609"	"BT_2558"	"VBIBacThe70966_2609"	"PATRIC.226186.12.NC_004663.CDS.3191028.3192419.fwd"	"PATRIC"	"CDS"	3191028	3192419	1392	"+"	"FIG01306568"	"PLF_816_00010669"	"PGF_00915981"	"NP_811471.1"	463		"Mobile element protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2610"		"VBIBacThe70966_2610"	"PATRIC.226186.12.NC_004663.CDS.3192423.3192575.fwd"	"PATRIC"	"CDS"	3192423	3192575	153	"+"		"PLF_816_00062960"	"PGF_00888256"		50		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2611"	"BT_2559"	"VBIBacThe70966_2611"	"PATRIC.226186.12.NC_004663.CDS.3192720.3194363.rev"	"PATRIC"	"CDS"	3192720	3194363	1644	"-"	"FIG01359908"	"PLF_816_00018004"	"PGF_04922998"	"NP_811472.1"	547		"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2612"	"BT_2560"	"VBIBacThe70966_2612"	"PATRIC.226186.12.NC_004663.CDS.3194382.3197753.rev"	"PATRIC"	"CDS"	3194382	3197753	3372	"-"	"FIG01260980"	"PLF_816_00024294"	"PGF_02755714"	"NP_811473.1"	1123		"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.279"	"BT_0277"	"VBIBacThe70966_0279"	"PATRIC.226186.12.NC_004663.CDS.319627.321744.fwd"	"PATRIC"	"CDS"	319627	321744	2118	"+"	"FIG00025748"	"PLF_816_00022114"	"PGF_00329116"	"NP_809190.1"	705		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2613"	"BT_2561"	"VBIBacThe70966_2613"	"PATRIC.226186.12.NC_004663.CDS.3197963.3198901.rev"	"PATRIC"	"CDS"	3197963	3198901	939	"-"	"FIG00946040"	"PLF_816_00043566"	"PGF_10251367"	"NP_811474.1"	312		"Putative anti-sigma factor"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2614"	"BT_2562"	"VBIBacThe70966_2614"	"PATRIC.226186.12.NC_004663.CDS.3199007.3199180.rev"	"PATRIC"	"CDS"	3199007	3199180	174	"-"	"FIG00937790"	"PLF_816_00151164"	"PGF_00896280"	"NP_811475.1"	57		"RNA polymerase ECF-type sigma factor"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2615"	"BT_2563"	"VBIBacThe70966_2615"	"PATRIC.226186.12.NC_004663.CDS.3199710.3201836.rev"	"PATRIC"	"CDS"	3199710	3201836	2127	"-"	"FIG00000391"	"PLF_816_00000117"	"PGF_03104485"	"NP_811476.1"	708		"Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)"	"GO:0004654|polyribonucleotide nucleotidyltransferase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2616"	"BT_2564"	"VBIBacThe70966_2616"	"PATRIC.226186.12.NC_004663.CDS.3202032.3203183.fwd"	"PATRIC"	"CDS"	3202032	3203183	1152	"+"	"FIG00897676"	"PLF_816_00005153"	"PGF_08225224"	"NP_811477.1"	383		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2617"	"BT_2565"	"VBIBacThe70966_2617"	"PATRIC.226186.12.NC_004663.CDS.3203364.3203828.fwd"	"PATRIC"	"CDS"	3203364	3203828	465	"+"	"FIG00000288"	"PLF_816_00042368"	"PGF_01043799"	"NP_811478.1"	154		"Transcription elongation factor GreA"	"GO:0003677|DNA binding;GO:0003711|transcription elongation regulator activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2618"	"BT_2566"	"VBIBacThe70966_2618"	"PATRIC.226186.12.NC_004663.CDS.3203881.3204273.fwd"	"PATRIC"	"CDS"	3203881	3204273	393	"+"	"FIG00994683"	"PLF_816_00000238"	"PGF_00617498"	"NP_811479.1"	130		"HIT family protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2619"	"BT_2567"	"VBIBacThe70966_2619"	"PATRIC.226186.12.NC_004663.CDS.3204350.3205237.rev"	"PATRIC"	"CDS"	3204350	3205237	888	"-"	"FIG00846773"	"PLF_816_00005719"	"PGF_00882674"	"NP_811480.1"	295		"Putative permease"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2620"	"BT_2568"	"VBIBacThe70966_2620"	"PATRIC.226186.12.NC_004663.CDS.3205277.3206509.rev"	"PATRIC"	"CDS"	3205277	3206509	1233	"-"	"FIG00613966"	"PLF_816_00021456"	"PGF_00857215"	"NP_811481.1"	410		"Putative sugar transporter"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2621"	"BT_2569"	"VBIBacThe70966_2621"	"PATRIC.226186.12.NC_004663.CDS.3206763.3207266.fwd"	"PATRIC"	"CDS"	3206763	3207266	504	"+"	"FIG00937790"	"PLF_816_00000003"	"PGF_00896280"	"NP_811482.1"	167		"RNA polymerase ECF-type sigma factor"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2622"	"BT_2570"	"VBIBacThe70966_2622"	"PATRIC.226186.12.NC_004663.CDS.3207526.3208971.fwd"	"PATRIC"	"CDS"	3207526	3208971	1446	"+"	"FIG01376814"	"PLF_816_00000860"	"PGF_00008094"	"NP_811483.1"	481		"Glutamate decarboxylase (EC 4.1.1.15)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2623"	"BT_2571"	"VBIBacThe70966_2623"	"PATRIC.226186.12.NC_004663.CDS.3208980.3209945.fwd"	"PATRIC"	"CDS"	3208980	3209945	966	"+"	"FIG00001174"	"PLF_816_00000861"	"PGF_00008192"	"NP_811484.1"	321		"Glutaminase (EC 3.5.1.2)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2624"		"VBIBacThe70966_2624"	"PATRIC.226186.12.NC_004663.CDS.3209956.3210084.rev"	"PATRIC"	"CDS"	3209956	3210084	129	"-"		"PLF_816_00066125"	"PGF_00891431"		42		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2625"	"BT_2572"	"VBIBacThe70966_2625"	"PATRIC.226186.12.NC_004663.CDS.3210215.3210946.rev"	"PATRIC"	"CDS"	3210215	3210946	732	"-"	"FIG00001086"	"PLF_816_00001255"	"PGF_04757145"	"NP_811485.1"	243		"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2626"	"BT_2573"	"VBIBacThe70966_2626"	"PATRIC.226186.12.NC_004663.CDS.3211163.3212875.fwd"	"PATRIC"	"CDS"	3211163	3212875	1713	"+"	"FIG01321404"	"PLF_816_00000834"	"PGF_00008182"	"NP_811486.1"	570		"Glutamate/gamma-aminobutyrate antiporter"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2627"	"BT_2574"	"VBIBacThe70966_2627"	"PATRIC.226186.12.NC_004663.CDS.3212942.3214201.rev"	"PATRIC"	"CDS"	3212942	3214201	1260	"-"	"FIG01308481"	"PLF_816_00005337"	"PGF_02620852"	"NP_811487.1"	419		"Two-component system sensor histidine kinase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2628"	"BT_2575"	"VBIBacThe70966_2628"	"PATRIC.226186.12.NC_004663.CDS.3214717.3214938.fwd"	"PATRIC"	"CDS"	3214717	3214938	222	"+"	"FIG00638284"	"PLF_816_00028939"	"PGF_02837450"	"NP_811488.1"	73		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2629"	"BT_2576"	"VBIBacThe70966_2629"	"PATRIC.226186.12.NC_004663.CDS.3214950.3216170.fwd"	"PATRIC"	"CDS"	3214950	3216170	1221	"+"	"FIG01316038"	"PLF_816_00011175"	"PGF_01209739"	"NP_811489.1"	406		"Transposase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2630"	"BT_2577"	"VBIBacThe70966_2630"	"PATRIC.226186.12.NC_004663.CDS.3216518.3220741.rev"	"PATRIC"	"CDS"	3216518	3220741	4224	"-"	"FIG00638284"	"PLF_816_00028937"	"PGF_08225224"	"NP_811490.1"	1407		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.280"	"BT_0278"	"VBIBacThe70966_0280"	"PATRIC.226186.12.NC_004663.CDS.321756.323528.fwd"	"PATRIC"	"CDS"	321756	323528	1773	"+"	"FIG00638284"	"PLF_816_00022113"	"PGF_03384814"	"NP_809191.1"	590		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2631"	"BT_2578"	"VBIBacThe70966_2631"	"PATRIC.226186.12.NC_004663.CDS.3220722.3221915.rev"	"PATRIC"	"CDS"	3220722	3221915	1194	"-"	"FIG00882049"	"PLF_816_00024569"	"PGF_08225224"	"NP_811491.1"	397		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2632"		"VBIBacThe70966_2632"	"PATRIC.226186.12.NC_004663.CDS.3221912.3222079.rev"	"PATRIC"	"CDS"	3221912	3222079	168	"-"		"PLF_816_00039857"	"PGF_08035724"		55		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2633"		"VBIBacThe70966_2633"	"PATRIC.226186.12.NC_004663.CDS.3222433.3222546.fwd"	"PATRIC"	"CDS"	3222433	3222546	114	"+"		"PLF_816_00039858"	"PGF_00868670"		37		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2634"	"BT_2579"	"VBIBacThe70966_2634"	"PATRIC.226186.12.NC_004663.CDS.3222805.3223857.rev"	"PATRIC"	"CDS"	3222805	3223857	1053	"-"	"FIG00638284"	"PLF_816_00014274"	"PGF_00235486"	"NP_811492.1"	350		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2635"	"BT_2581"	"VBIBacThe70966_2635"	"PATRIC.226186.12.NC_004663.CDS.3225213.3225716.fwd"	"PATRIC"	"CDS"	3225213	3225716	504	"+"	"FIG00638284"	"PLF_816_00014260"	"PGF_08225224"	"NP_811494.1"	167		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2636"	"BT_2582"	"VBIBacThe70966_2636"	"PATRIC.226186.12.NC_004663.CDS.3225710.3226372.fwd"	"PATRIC"	"CDS"	3225710	3226372	663	"+"	"FIG00638284"	"PLF_816_00014260"	"PGF_08225224"	"NP_811495.1"	220		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2637"	"BT_2583"	"VBIBacThe70966_2637"	"PATRIC.226186.12.NC_004663.CDS.3226384.3227310.fwd"	"PATRIC"	"CDS"	3226384	3227310	927	"+"	"FIG00638284"	"PLF_816_00019780"	"PGF_00109753"	"NP_811496.1"	308		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.36"	"BT_0036"	"VBIBacThe70966_0036"	"PATRIC.226186.12.NC_004663.CDS.32264.33526.fwd"	"PATRIC"	"CDS"	32264	33526	1263	"+"	"FIG00638284"	"PLF_816_00013250"	"PGF_07214360"	"NP_808949.1"	420		"Integrase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2638"	"BT_2584"	"VBIBacThe70966_2638"	"PATRIC.226186.12.NC_004663.CDS.3227303.3228127.fwd"	"PATRIC"	"CDS"	3227303	3228127	825	"+"	"FIG00638284"	"PLF_816_00016520"	"PGF_00369578"	"NP_811497.1"	274		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2639"	"BT_2585"	"VBIBacThe70966_2639"	"PATRIC.226186.12.NC_004663.CDS.3228139.3228432.fwd"	"PATRIC"	"CDS"	3228139	3228432	294	"+"	"FIG00638284"	"PLF_816_00015383"	"PGF_00250866"	"NP_811498.1"	97		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2640"	"BT_2587"	"VBIBacThe70966_2640"	"PATRIC.226186.12.NC_004663.CDS.3229181.3230146.fwd"	"PATRIC"	"CDS"	3229181	3230146	966	"+"	"FIG00638284"	"PLF_816_00016263"	"PGF_00854772"	"NP_811500.1"	321		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2641"	"BT_2588"	"VBIBacThe70966_2641"	"PATRIC.226186.12.NC_004663.CDS.3230341.3231195.fwd"	"PATRIC"	"CDS"	3230341	3231195	855	"+"	"FIG00896574"	"PLF_816_00018023"	"PGF_00855473"	"NP_811501.1"	284		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2642"	"BT_2589"	"VBIBacThe70966_2642"	"PATRIC.226186.12.NC_004663.CDS.3231198.3231968.fwd"	"PATRIC"	"CDS"	3231198	3231968	771	"+"	"FIG00896498"	"PLF_816_00016888"	"PGF_00854951"	"NP_811502.1"	256		"Restriction modification enzyme"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2643"	"BT_2590"	"VBIBacThe70966_2643"	"PATRIC.226186.12.NC_004663.CDS.3232093.3233250.fwd"	"PATRIC"	"CDS"	3232093	3233250	1158	"+"	"FIG00896815"	"PLF_816_00004660"	"PGF_00317129"	"NP_811503.1"	385		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2644"	"BT_2592"	"VBIBacThe70966_2644"	"PATRIC.226186.12.NC_004663.CDS.3234077.3234811.fwd"	"PATRIC"	"CDS"	3234077	3234811	735	"+"	"FIG00638284"	"PLF_816_00036474"	"PGF_07710106"	"NP_811505.1"	244		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2645"	"BT_2593"	"VBIBacThe70966_2645"	"PATRIC.226186.12.NC_004663.CDS.3234756.3235304.rev"	"PATRIC"	"CDS"	3234756	3235304	549	"-"	"FIG00034988"	"PLF_816_00016085"	"PGF_00419012"	"NP_811506.1"	182		"Conjugative transposon protein TraQ"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2646"	"BT_2594"	"VBIBacThe70966_2646"	"PATRIC.226186.12.NC_004663.CDS.3235241.3235828.rev"	"PATRIC"	"CDS"	3235241	3235828	588	"-"	"FIG00055244"	"PLF_816_00124323"	"PGF_00419008"	"NP_811507.1"	195		"Conjugative transposon protein TraO"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2647"	"BT_2595"	"VBIBacThe70966_2647"	"PATRIC.226186.12.NC_004663.CDS.3235825.3236727.rev"	"PATRIC"	"CDS"	3235825	3236727	903	"-"	"FIG00057801"	"PLF_816_00004027"	"PGF_00419005"	"NP_811508.1"	300		"Conjugative transposon protein TraN"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.281"	"BT_0279"	"VBIBacThe70966_0281"	"PATRIC.226186.12.NC_004663.CDS.323675.324427.fwd"	"PATRIC"	"CDS"	323675	324427	753	"+"	"FIG00638284"	"PLF_816_00017998"	"PGF_00855459"	"NP_809192.1"	250		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2648"	"BT_2596"	"VBIBacThe70966_2648"	"PATRIC.226186.12.NC_004663.CDS.3236802.3238100.rev"	"PATRIC"	"CDS"	3236802	3238100	1299	"-"	"FIG00063530"	"PLF_816_00016083"	"PGF_05462035"	"NP_811509.1"	432		"Conjugative transposon protein TraM"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2649"	"BT_2598"	"VBIBacThe70966_2649"	"PATRIC.226186.12.NC_004663.CDS.3238347.3238970.rev"	"PATRIC"	"CDS"	3238347	3238970	624	"-"	"FIG00073317"	"PLF_816_00000012"	"PGF_00418998"	"NP_811511.1"	207		"Conjugative transposon protein TraK"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2650"	"BT_2599"	"VBIBacThe70966_2650"	"PATRIC.226186.12.NC_004663.CDS.3238992.3240005.rev"	"PATRIC"	"CDS"	3238992	3240005	1014	"-"	"FIG00060475"	"PLF_816_00003988"	"PGF_00418994"	"NP_811512.1"	337		"Conjugative transposon protein TraJ"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2651"	"BT_2600"	"VBIBacThe70966_2651"	"PATRIC.226186.12.NC_004663.CDS.3240009.3240653.rev"	"PATRIC"	"CDS"	3240009	3240653	645	"-"	"FIG00097743"	"PLF_816_00004418"	"PGF_00418991"	"NP_811513.1"	214		"Conjugative transposon protein TraI"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2652"	"BT_2601"	"VBIBacThe70966_2652"	"PATRIC.226186.12.NC_004663.CDS.3240650.3241021.rev"	"PATRIC"	"CDS"	3240650	3241021	372	"-"	"FIG00051060"	"PLF_816_00070932"	"PGF_00418986"	"NP_811514.1"	123		"Conjugative transposon protein TraH"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2653"		"VBIBacThe70966_2653"	"PATRIC.226186.12.NC_004663.CDS.3241018.3241155.rev"	"PATRIC"	"CDS"	3241018	3241155	138	"-"	"FIG00035237"	"PLF_816_00043676"	"PGF_00418982"		45		"Conjugative transposon protein TraG"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2654"	"BT_2602"	"VBIBacThe70966_2654"	"PATRIC.226186.12.NC_004663.CDS.3241259.3243082.rev"	"PATRIC"	"CDS"	3241259	3243082	1824	"-"	"FIG00446664"	"PLF_816_00000679"	"PGF_04664292"	"NP_811515.1"	607		"Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2655"	"BT_2603"	"VBIBacThe70966_2655"	"PATRIC.226186.12.NC_004663.CDS.3243651.3246050.rev"	"PATRIC"	"CDS"	3243651	3246050	2400	"-"	"FIG00035237"	"PLF_816_00003704"	"PGF_00418982"	"NP_811516.1"	799		"Conjugative transposon protein TraG"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.282"	"BT_0280"	"VBIBacThe70966_0282"	"PATRIC.226186.12.NC_004663.CDS.324541.325758.fwd"	"PATRIC"	"CDS"	324541	325758	1218	"+"	"FIG01316038"	"PLF_816_00014141"	"PGF_09978608"	"NP_809193.1"	405		"Transposase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2656"	"BT_2604"	"VBIBacThe70966_2656"	"PATRIC.226186.12.NC_004663.CDS.3246047.3246784.rev"	"PATRIC"	"CDS"	3246047	3246784	738	"-"	"FIG00099819"	"PLF_816_00073390"	"PGF_00365905"	"NP_811517.1"	245		"Conjugative transposon protein TraF"	
